ltable_id,rtable_id
57882906,70600274
49891889,92798993
44579234,320211
12577609,10171935
13877575,70600300
93393039,40470567
12424092,70600261
94596740,85641193
84347869,18968441
43618988,50968746
18688923,50118951
19210924,78273504
95577039,34090287
12057738,1748964
3129229,10997532
17145434,87481548
4150044,80185739
95552183,19506949
13205686,60743541
97281594,88596856
50948610,10723708
12204925,97360314
46709252,60380041
