ltable_id,rtable_id
18465839155,8431809214
8431809214,2078371204
1512564701,2059500447
2059500447,1623440251
1623440251,1623405477
1623405477,1487707753
1487707753,1501443917
1501443917,3520359350
3520359350,1566755916
1566755916,1730507563
1730507563,1699625477
1699625477,3045571820
1316806291,3235993266
3235993266,1983240437
1983240437,4286548275
4286548275,1867444341
1867444341,1867286717
1867286717,4208976473
4208976473,4473556437
4473556437,1867285998
1867285998,1867261584
1867261584,3767518285
3767518285,1867261357
1867261357,3235935177
3235935177,1867262598
1867262598,1867425434
1867425434,1867262556
1867262556,4004756512
1374772550,1701333923
1701333923,1701333926
1701333926,1701333924
1701333924,1398443073
1398443073,1701333922
1701333922,1701333925
1701333925,1371718514
1371718514,1374712419
1374712419,1434307123
2062991492,2072277707
2072277707,1398398832
1398398832,2744744311
2744744311,2056849739
2056849739,2068747720
2068747720,3633186153
3633186153,3792584554
3792584554,2325153881
2325153881,3074303515
3074303515,2118636980
1415604956,1712044201
1712044201,2075914534
2075914534,1372177825
1372177825,2062736546
2062736546,3403897392
3403897392,2059400848
4999204993,4424722345
4424722345,2280334878
2280334878,4464961235
4464961235,3797711216
3797711216,3267793397
3267793397,5137789006
4746833491,4717447491
4717447491,4595109117
4595109117,4746787193
4746787193,4732077225
4732077225,4597160827
4597160827,4603499681
4683128792,4541783818
4541783818,3267792927
3267792927,2163844083
2163844083,3798427099
3798427099,4999242087
4999242087,4999204837
4999204837,4420214504
4717447489,4572223100
4572223100,4752061423
4752061423,4595109114
4595109114,4575208945
4575208945,4746787184
4746787184,4732077234
4732077234,4746833482
5209073328,5155009789
5155009789,25459835761
25459835761,5154554715
5154554715,5145869774
5145869774,27062583649
27062583649,54159697837
54159697837,5158514600
5158514600,5154388777
5154388777,5142911797
5142911797,5155054551
5155054551,5140039711
1401982678,2063780194
2063780194,2058443962
2058443962,1639157122
1639157122,2113276737
2113276737,18465851371
18465851371,8431816618
4720390456,4720410171
4720410171,4953828221
4953828221,4951787204
4951787204,4720390052
4720390052,4667128100
4667128100,4720389596
4720389596,4720400069
4720400069,4935442477
4935442477,4877427884
4877427884,4933727929
4933727929,4956282202
4956282202,4938541772
4938541772,4726701802
1608452100,1592254485
1592254485,1513585151
1513585151,3633082639
3633082639,3367744138
3367744138,1528865186
1528865186,2050760324
2050760324,1504338841
1504338841,1567854903
2726123301,3054151845
3054151845,3889395495
3889395495,1565912494
1565912494,2057142188
2057142188,2060185511
2060185511,1592247796
1592247796,2075302660
2075302660,2057542314
2057542314,3043046316
4717447481,4579834609
4579834609,4575208920
4575208920,4595109112
4595109112,4746787192
4746787192,4732077222
4732077222,4746833490
1321353963,4893063505
4893063505,4185356330
4185356330,3779385154
3779385154,4894095159
4894095159,3991049562
3991049562,4882799596
4882799596,2164268194
2164268194,3986538750
3986538750,4889251551
4889251551,4219547890
4219547890,3528414711
2070627808,4643943359
2056478070,4643718292
4643718292,6013639039
2078774568,4643898157
4643898157,2296537627
2296537627,18467725403
4200577198,202363939789
202363939789,202581283129
202581283129,156116289986
4256622048,4226659635
6015919609,2296574953
2296574953,2068611560
1639219119,2113093450
2113093450,4623017083
4232666143,4256926363
4256926363,4657354263
1537709311,2338131041
2338131041,2117931367
4209814745,1537709308
4944579314,2296451977
3487828521,3289002540
3289002540,4065797640
4065797640,4150903702
3289002505,4150903563
4150903563,3927439605
29608029868,29299331674
29299331674,29299658960
29299658960,29607898384
3347114660,1994805938
1994805938,2118643101
2118643101,4006530352
18468188878,2068602973
2068602973,4643941609
2338916683,1537709317
2122362220,1920503864
4316999113,4348295931
4259429802,4260680249
4260680249,4286394339
18468695966,2063706226
2115151765,2199135578
2199135578,3072524524
3072524524,3972766136
2281691154,4145588659
4145588659,2523741989
2339749085,2061448091
2061448091,1537709306
4285709211,4316999082
4316999082,4435586554
4157551094,4179651570
3501281334,4065797638
4065797638,3487828519
38406123057,29607392514
29607392514,29298304831
4272137501,2120155505
2120155505,3993296567
18468687381,2071751695
107725292534,2112576214
2112576214,4451342522
4451342522,4897454510
4285491833,4285709207
4065795443,4291077418
4291077418,4188977524
4188977524,4188896319
2061448087,1537709304
1537709304,3551952830
3551952830,2058258958
3555205657,3287805133
3287805133,3501315747
3501315747,3487828531
4604457043,4511530729
4511530729,4606793746
4643726166,2296556569
4643729167,138961204496
4644033077,2296575161
1489852051,1502528798
4227532011,4256814997
4644018013,2297065031
4256643182,4231112504
4643676486,2057795666
4229989483,4256704314
1423044582,2011670508
